# Sample XRD data for quartz
# 2theta(deg) Intensity(counts)
20.85	1250
21.00	1180
21.15	1320
21.30	1450
21.45	1680
21.60	1920
21.75	2150
21.90	2380
22.05	2620
22.20	2850
22.35	3080
22.50	3300
22.65	3520
22.80	3740
22.95	3950
23.10	4160
23.25	4370
23.40	4580
23.55	4780
23.70	4980
23.85	5180
24.00	5380
24.15	5570
24.30	5760
24.45	5950
24.60	6140
24.75	6320
24.90	6500
25.05	6680
25.20	6850
25.35	7020
25.50	7190
25.65	7360
25.80	7520
25.95	7680
26.10	7840
26.25	8000
26.40	8150
26.55	8300
26.70	8450
26.85	8600
27.00	8750
27.15	8890
27.30	9030
27.45	9170
27.60	9300
27.75	9430
27.90	9560
28.05	9690
28.20	9810
28.35	9930
28.50	10050
28.65	10160
28.80	10270
28.95	10380
29.10	10480
29.25	10580
29.40	10680
29.55	10770
29.70	10860
29.85	10950
30.00	11030
